StudyTrials.thisRepN,StudyTrials.thisTrialN,StudyTrials.thisN,StudyTrials.thisIndex,TestTrials.thisRepN,TestTrials.thisTrialN,TestTrials.thisN,TestTrials.thisIndex,keyWelcome.keys,keyWelcome.rt,keyReady.keys,keyReady.rt,studyPic,studyWord,studyType,studyN,studyOrder,kPress2.keys,kPress2.rt,testWord,testType,testN,testOrder,keyConf.keys,keyConf.rt,keyRKN.keys,keyRKN.rt,date,frameRate,expName,session,participant,
,,,,56,0,56,0,,,,,,,,,,,,session,A_silent,56,281,2,6.5836224,f,0.0910581000001,2019_Nov_04_0900,59.9863471074,ProdFawcett_Revision2019,001,sing16,
,,,,57,0,57,0,,,,,,,,,,,,taste,D_new,57,322,5,6.6804539,r,0.2720106,2019_Nov_04_0900,59.9863471074,ProdFawcett_Revision2019,001,sing16,
,,,,58,0,58,0,,,,,,,,,,,,union,A_silent,58,344,1,1.6832213,f,0.1113434,2019_Nov_04_0900,59.9863471074,ProdFawcett_Revision2019,001,sing16,
,,,,59,0,59,0,,,,,,,,,,,,attack,D_new,59,13,2,3.2437403,f,0.0795211,2019_Nov_04_0900,59.9863471074,ProdFawcett_Revision2019,001,sing16,
,,,,60,0,60,0,,,,,,,,,,,,throw,B_aloud,60,330,4,3.2038706,r,0.2285564,2019_Nov_04_0900,59.9863471074,ProdFawcett_Revision2019,001,sing16,
,,,,61,0,61,0,,,,,,,,,,,,victory,A_silent,61,346,2,3.0658755,f,0.6457079,2019_Nov_04_0900,59.9863471074,ProdFawcett_Revision2019,001,sing16,
,,,,62,0,62,0,,,,,,,,,,,,sight,A_silent,62,286,2,6.3364913,f,0.4336202,2019_Nov_04_0900,59.9863471074,ProdFawcett_Revision2019,001,sing16,
,,,,63,0,63,0,,,,,,,,,,,,audience,C_sing,63,14,6,1.6891946,r,0.4451634,2019_Nov_04_0900,59.9863471074,ProdFawcett_Revision2019,001,sing16,
,,,,64,0,64,0,,,,,,,,,,,,council,B_aloud,64,71,6,1.2790502,r,0.3776858,2019_Nov_04_0900,59.9863471074,ProdFawcett_Revision2019,001,sing16,
,,,,65,0,65,0,,,,,,,,,,,,surprise,C_sing,65,317,2,3.5469458,f,4.5286746,2019_Nov_04_0900,59.9863471074,ProdFawcett_Revision2019,001,sing16,
,,,,66,0,66,0,,,,,,,,,,,,close,C_sing,66,53,5,5.882455,r,0.3182779,2019_Nov_04_0900,59.9863471074,ProdFawcett_Revision2019,001,sing16,
,,,,67,0,67,0,,,,,,,,,,,,pancakes,D_new,67,210,1,1.5314503,f,0.9009981,2019_Nov_04_0900,59.9863471074,ProdFawcett_Revision2019,001,sing16,
,,,,68,0,68,0,,,,,,,,,,,,science,D_new,68,275,1,1.673955,f,0.2286844,2019_Nov_04_0900,59.9863471074,ProdFawcett_Revision2019,001,sing16,
,,,,69,0,69,0,,,,,,,,,,,,carry,C_sing,69,43,6,1.3558537,r,0.4016968,2019_Nov_04_0900,59.9863471074,ProdFawcett_Revision2019,001,sing16,
,,,,70,0,70,0,,,,,,,,,,,,school,C_sing,70,274,1,3.5558688,f,0.4450122,2019_Nov_04_0900,59.9863471074,ProdFawcett_Revision2019,001,sing16,
,,,,71,0,71,0,,,,,,,,,,,,agency,C_sing,71,4,2,1.9495624,r,7.9822616,2019_Nov_04_0900,59.9863471074,ProdFawcett_Revision2019,001,sing16,
,,,,72,0,72,0,,,,,,,,,,,,express,B_aloud,72,124,4,5.159745,f,0.9399863,2019_Nov_04_0900,59.9863471074,ProdFawcett_Revision2019,001,sing16,
,,,,73,0,73,0,,,,,,,,,,,,raise,D_new,73,250,2,1.4269832,f,0.3991604,2019_Nov_04_0900,59.9863471074,ProdFawcett_Revision2019,001,sing16,
,,,,74,0,74,0,,,,,,,,,,,,turkey,D_new,74,342,1,2.0721416,f,0.6421778,2019_Nov_04_0900,59.9863471074,ProdFawcett_Revision2019,001,sing16,
,,,,75,0,75,0,,,,,,,,,,,,foundation,D_new,75,132,2,2.9242468,f,0.4174103,2019_Nov_04_0900,59.9863471074,ProdFawcett_Revision2019,001,sing16,
,,,,76,0,76,0,,,,,,,,,,,,comfort,D_new,76,59,4,5.7003431,f,0.0663599,2019_Nov_04_0900,59.9863471074,ProdFawcett_Revision2019,001,sing16,
,,,,77,0,77,0,,,,,,,,,,,,appearance,D_new,77,10,2,2.1255184,f,0.2056643,2019_Nov_04_0900,59.9863471074,ProdFawcett_Revision2019,001,sing16,
,,,,78,0,78,0,,,,,,,,,,,,strength,A_silent,78,310,4,2.8763863,f,0.000434900000073,2019_Nov_04_0900,59.9863471074,ProdFawcett_Revision2019,001,sing16,
,,,,79,0,79,0,,,,,,,,,,,,error,D_new,79,117,5,2.5840523,r,0.2774347,2019_Nov_04_0900,59.9863471074,ProdFawcett_Revision2019,001,sing16,
,,,,80,0,80,0,,,,,,,,,,,,message,B_aloud,80,189,6,2.1110333,r,1.0977238,2019_Nov_04_0900,59.9863471074,ProdFawcett_Revision2019,001,sing16,
,,,,81,0,81,0,,,,,,,,,,,,patient,C_sing,81,213,6,1.7592388,r,0.3440345,2019_Nov_04_0900,59.9863471074,ProdFawcett_Revision2019,001,sing16,
,,,,82,0,82,0,,,,,,,,,,,,executive,D_new,82,122,1,1.5498774,f,0.2330818,2019_Nov_04_0900,59.9863471074,ProdFawcett_Revision2019,001,sing16,
,,,,83,0,83,0,,,,,,,,,,,,trash,D_new,83,337,3,2.3732692,f,0.0244157,2019_Nov_04_0900,59.9863471074,ProdFawcett_Revision2019,001,sing16,
,,,,84,0,84,0,,,,,,,,,,,,reach,B_aloud,84,253,5,1.6205398,r,0.268542,2019_Nov_04_0900,59.9863471074,ProdFawcett_Revision2019,001,sing16,
,,,,85,0,85,0,,,,,,,,,,,,empty,D_new,85,112,5,1.384129,r,0.1485541,2019_Nov_04_0900,59.9863471074,ProdFawcett_Revision2019,001,sing16,
,,,,86,0,86,0,,,,,,,,,,,,entrance,D_new,86,115,4,2.5072378,f,0.363176,2019_Nov_04_0900,59.9863471074,ProdFawcett_Revision2019,001,sing16,
,,,,87,0,87,0,,,,,,,,,,,,phrase,C_sing,87,220,5,1.4393213,r,0.3267807,2019_Nov_04_0900,59.9863471074,ProdFawcett_Revision2019,001,sing16,
,,,,88,0,88,0,,,,,,,,,,,,force,C_sing,88,131,1,1.2655742,f,0.6590399,2019_Nov_04_0900,59.9863471074,ProdFawcett_Revision2019,001,sing16,
,,,,89,0,89,0,,,,,,,,,,,,still,B_aloud,89,304,6,1.8063964,r,0.1286334,2019_Nov_04_0900,59.9863471074,ProdFawcett_Revision2019,001,sing16,
,,,,90,0,90,0,,,,,,,,,,,,track,D_new,90,334,3,1.7761087,f,0.1340576,2019_Nov_04_0900,59.9863471074,ProdFawcett_Revision2019,001,sing16,
,,,,91,0,91,0,,,,,,,,,,,,sunset,A_silent,91,315,3,3.329877,f,0.407106,2019_Nov_04_0900,59.9863471074,ProdFawcett_Revision2019,001,sing16,
,,,,92,0,92,0,,,,,,,,,,,,chief,D_new,92,48,2,3.0418661,f,0.0673663,2019_Nov_04_0900,59.9863471074,ProdFawcett_Revision2019,001,sing16,
,,,,93,0,93,0,,,,,,,,,,,,range,A_silent,93,251,4,1.6034913,f,0.338103,2019_Nov_04_0900,59.9863471074,ProdFawcett_Revision2019,001,sing16,
,,,,94,0,94,0,,,,,,,,,,,,shock,D_new,94,284,4,8.3785168,f,0.396714,2019_Nov_04_0900,59.9863471074,ProdFawcett_Revision2019,001,sing16,
,,,,95,0,95,0,,,,,,,,,,,,general,D_new,95,135,4,10.2679858,f,0.4585577,2019_Nov_04_0900,59.9863471074,ProdFawcett_Revision2019,001,sing16,
,,,,96,0,96,0,,,,,,,,,,,,atmosphere,B_aloud,96,12,2,1.4048188,f,0.000770099999954,2019_Nov_04_0900,59.9863471074,ProdFawcett_Revision2019,001,sing16,
,,,,97,0,97,0,,,,,,,,,,,,impact,B_aloud,97,157,3,4.6865692,f,0.2901365,2019_Nov_04_0900,59.9863471074,ProdFawcett_Revision2019,001,sing16,
,,,,98,0,98,0,,,,,,,,,,,,watch,D_new,98,351,3,4.316805,f,0.3601939,2019_Nov_04_0900,59.9863471074,ProdFawcett_Revision2019,001,sing16,
,,,,99,0,99,0,,,,,,,,,,,,angle,D_new,99,7,2,3.1850062,f,0.1506856,2019_Nov_04_0900,59.9863471074,ProdFawcett_Revision2019,001,sing16,
,,,,100,0,100,0,,,,,,,,,,,,signal,D_new,100,287,5,2.5450434,r,0.3593691,2019_Nov_04_0900,59.9863471074,ProdFawcett_Revision2019,001,sing16,
,,,,101,0,101,0,,,,,,,,,,,,master,D_new,101,180,2,2.7377602,f,0.0512443,2019_Nov_04_0900,59.9863471074,ProdFawcett_Revision2019,001,sing16,
,,,,102,0,102,0,,,,,,,,,,,,drink,B_aloud,102,105,6,2.0505094,r,0.3277956,2019_Nov_04_0900,59.9863471074,ProdFawcett_Revision2019,001,sing16,
,,,,103,0,103,0,,,,,,,,,,,,strain,D_new,103,308,2,2.0840908,f,0.0772932,2019_Nov_04_0900,59.9863471074,ProdFawcett_Revision2019,001,sing16,
,,,,104,0,104,0,,,,,,,,,,,,build,C_sing,104,35,4,2.0179222,r,0.5188147,2019_Nov_04_0900,59.9863471074,ProdFawcett_Revision2019,001,sing16,
,,,,105,0,105,0,,,,,,,,,,,,burden,D_new,105,36,1,1.7694893,f,0.5567447,2019_Nov_04_0900,59.9863471074,ProdFawcett_Revision2019,001,sing16,
,,,,106,0,106,0,,,,,,,,,,,,music,C_sing,106,196,6,2.076915,r,0.0345229,2019_Nov_04_0900,59.9863471074,ProdFawcett_Revision2019,001,sing16,
,,,,107,0,107,0,,,,,,,,,,,,enemy,D_new,107,113,2,1.5345212,f,0.7581882,2019_Nov_04_0900,59.9863471074,ProdFawcett_Revision2019,001,sing16,
,,,,108,0,108,0,,,,,,,,,,,,machinery,A_silent,108,175,2,1.3325586,f,0.0300242999999,2019_Nov_04_0900,59.9863471074,ProdFawcett_Revision2019,001,sing16,
,,,,109,0,109,0,,,,,,,,,,,,broad,B_aloud,109,31,6,1.3339504,r,0.3232821,2019_Nov_04_0900,59.9863471074,ProdFawcett_Revision2019,001,sing16,
,,,,110,0,110,0,,,,,,,,,,,,judge,D_new,110,166,2,1.2838992,f,0.1576736,2019_Nov_04_0900,59.9863471074,ProdFawcett_Revision2019,001,sing16,
,,,,111,0,111,0,,,,,,,,,,,,notice,D_new,111,201,5,3.0173665,r,0.262177,2019_Nov_04_0900,59.9863471074,ProdFawcett_Revision2019,001,sing16,
,,,,112,0,112,0,,,,,,,,,,,,title,A_silent,112,331,3,4.4099849,f,0.1431235,2019_Nov_04_0900,59.9863471074,ProdFawcett_Revision2019,001,sing16,
,,,,113,0,113,0,,,,,,,,,,,,thing,D_new,113,328,1,2.7489784,f,0.5730717,2019_Nov_04_0900,59.9863471074,ProdFawcett_Revision2019,001,sing16,
,,,,114,0,114,0,,,,,,,,,,,,native,B_aloud,114,199,4,2.0489982,r,0.8423034,2019_Nov_04_0900,59.9863471074,ProdFawcett_Revision2019,001,sing16,
,,,,115,0,115,0,,,,,,,,,,,,expansion,A_silent,115,123,2,8.3131494,f,0.4455799,2019_Nov_04_0900,59.9863471074,ProdFawcett_Revision2019,001,sing16,
,,,,116,0,116,0,,,,,,,,,,,,clear,D_new,116,52,5,2.0023573,r,0.3768755,2019_Nov_04_0900,59.9863471074,ProdFawcett_Revision2019,001,sing16,
,,,,117,0,117,0,,,,,,,,,,,,guide,D_new,117,147,6,2.8654242,r,0.0854978,2019_Nov_04_0900,59.9863471074,ProdFawcett_Revision2019,001,sing16,
,,,,118,0,118,0,,,,,,,,,,,,resistance,C_sing,118,262,2,1.6637797,f,0.5724526,2019_Nov_04_0900,59.9863471074,ProdFawcett_Revision2019,001,sing16,
,,,,119,0,119,0,,,,,,,,,,,,career,B_aloud,119,42,6,3.1422835,r,1.2437231,2019_Nov_04_0900,59.9863471074,ProdFawcett_Revision2019,001,sing16,
,,,,120,0,120,0,,,,,,,,,,,,principal,B_aloud,120,236,6,0.9089396,r,0.2861134,2019_Nov_04_0900,59.9863471074,ProdFawcett_Revision2019,001,sing16,
,,,,121,0,121,0,,,,,,,,,,,,split,C_sing,121,299,4,1.7114892,r,0.3454575,2019_Nov_04_0900,59.9863471074,ProdFawcett_Revision2019,001,sing16,
,,,,122,0,122,0,,,,,,,,,,,,discussion,D_new,122,96,5,4.2647679,r,0.264481,2019_Nov_04_0900,59.9863471074,ProdFawcett_Revision2019,001,sing16,
,,,,123,0,123,0,,,,,,,,,,,,suggestion,C_sing,123,314,3,2.3692327,f,0.7125703,2019_Nov_04_0900,59.9863471074,ProdFawcett_Revision2019,001,sing16,
,,,,124,0,124,0,,,,,,,,,,,,broke,D_new,124,32,2,3.5375613,f,0.3915399,2019_Nov_04_0900,59.9863471074,ProdFawcett_Revision2019,001,sing16,
,,,,125,0,125,0,,,,,,,,,,,,review,B_aloud,125,263,2,2.9241785,f,0.088837,2019_Nov_04_0900,59.9863471074,ProdFawcett_Revision2019,001,sing16,
,,,,126,0,126,0,,,,,,,,,,,,produce,D_new,126,239,4,7.6166142,f,0.244738,2019_Nov_04_0900,59.9863471074,ProdFawcett_Revision2019,001,sing16,
,,,,127,0,127,0,,,,,,,,,,,,little,D_new,127,174,1,1.6723,f,0.7890285,2019_Nov_04_0900,59.9863471074,ProdFawcett_Revision2019,001,sing16,
,,,,128,0,128,0,,,,,,,,,,,,direction,D_new,128,94,4,3.3688748,r,0.3078696,2019_Nov_04_0900,59.9863471074,ProdFawcett_Revision2019,001,sing16,
,,,,129,0,129,0,,,,,,,,,,,,charter,C_sing,129,47,2,6.8162658,f,0.2671621,2019_Nov_04_0900,59.9863471074,ProdFawcett_Revision2019,001,sing16,
,,,,130,0,130,0,,,,,,,,,,,,point,D_new,130,226,4,10.5756607,f,0.4350401,2019_Nov_04_0900,59.9863471074,ProdFawcett_Revision2019,001,sing16,
,,,,131,0,131,0,,,,,,,,,,,,agreement,D_new,131,5,2,1.8811175,f,0.7211603,2019_Nov_04_0900,59.9863471074,ProdFawcett_Revision2019,001,sing16,
,,,,132,0,132,0,,,,,,,,,,,,finish,D_new,132,130,5,9.2066214,r,0.2944785,2019_Nov_04_0900,59.9863471074,ProdFawcett_Revision2019,001,sing16,
,,,,133,0,133,0,,,,,,,,,,,,level,D_new,133,170,2,3.0429067,f,0.0455113,2019_Nov_04_0900,59.9863471074,ProdFawcett_Revision2019,001,sing16,
,,,,134,0,134,0,,,,,,,,,,,,quiet,D_new,134,249,2,2.5560863,f,0.3503329,2019_Nov_04_0900,59.9863471074,ProdFawcett_Revision2019,001,sing16,
,,,,135,0,135,0,,,,,,,,,,,,bright,D_new,135,29,4,3.952647,r,0.3439924,2019_Nov_04_0900,59.9863471074,ProdFawcett_Revision2019,001,sing16,
,,,,136,0,136,0,,,,,,,,,,,,material,D_new,136,182,3,1.5516937,f,0.7064759,2019_Nov_04_0900,59.9863471074,ProdFawcett_Revision2019,001,sing16,
,,,,137,0,137,0,,,,,,,,,,,,meeting,C_sing,137,187,2,1.0725513,f,0.5779439,2019_Nov_04_0900,59.9863471074,ProdFawcett_Revision2019,001,sing16,
,,,,138,0,138,0,,,,,,,,,,,,addition,D_new,138,2,2,5.8870045,f,1.146658,2019_Nov_04_0900,59.9863471074,ProdFawcett_Revision2019,001,sing16,
,,,,139,0,139,0,,,,,,,,,,,,series,D_new,139,279,5,3.008906,r,0.3008046,2019_Nov_04_0900,59.9863471074,ProdFawcett_Revision2019,001,sing16,
,,,,140,0,140,0,,,,,,,,,,,,region,D_new,140,256,2,1.5864285,f,0.38194,2019_Nov_04_0900,59.9863471074,ProdFawcett_Revision2019,001,sing16,
,,,,141,0,141,0,,,,,,,,,,,,industry,A_silent,141,161,5,8.1414133,r,0.3166723,2019_Nov_04_0900,59.9863471074,ProdFawcett_Revision2019,001,sing16,
,,,,142,0,142,0,,,,,,,,,,,,search,D_new,142,276,2,4.0790993,f,0.3447577,2019_Nov_04_0900,59.9863471074,ProdFawcett_Revision2019,001,sing16,
,,,,143,0,143,0,,,,,,,,,,,,appeal,D_new,143,9,2,2.2600985,f,0.227274,2019_Nov_04_0900,59.9863471074,ProdFawcett_Revision2019,001,sing16,
,,,,144,0,144,0,,,,,,,,,,,,count,A_silent,144,72,2,3.7282133,f,0.1605098,2019_Nov_04_0900,59.9863471074,ProdFawcett_Revision2019,001,sing16,
,,,,145,0,145,0,,,,,,,,,,,,permit,C_sing,145,218,5,2.5441086,r,0.1238372,2019_Nov_04_0900,59.9863471074,ProdFawcett_Revision2019,001,sing16,
,,,,146,0,146,0,,,,,,,,,,,,beginning,C_sing,146,19,5,1.7848249,r,0.2453418,2019_Nov_04_0900,59.9863471074,ProdFawcett_Revision2019,001,sing16,
,,,,147,0,147,0,,,,,,,,,,,,trend,D_new,147,340,1,1.6828856,f,1.1600124,2019_Nov_04_0900,59.9863471074,ProdFawcett_Revision2019,001,sing16,
,,,,148,0,148,0,,,,,,,,,,,,beauty,D_new,148,18,5,2.5729841,r,0.2949527,2019_Nov_04_0900,59.9863471074,ProdFawcett_Revision2019,001,sing16,
,,,,149,0,149,0,,,,,,,,,,,,murder,D_new,149,195,1,1.4165155,f,0.7677349,2019_Nov_04_0900,59.9863471074,ProdFawcett_Revision2019,001,sing16,
,,,,150,0,150,0,,,,,,,,,,,,cousin,B_aloud,150,76,6,1.3932903,r,1.3759156,2019_Nov_04_0900,59.9863471074,ProdFawcett_Revision2019,001,sing16,
,,,,151,0,151,0,,,,,,,,,,,,committee,A_silent,151,62,4,2.2822814,r,0.2982699,2019_Nov_04_0900,59.9863471074,ProdFawcett_Revision2019,001,sing16,
,,,,152,0,152,0,,,,,,,,,,,,order,A_silent,152,207,4,9.8082265,f,0.3925589,2019_Nov_04_0900,59.9863471074,ProdFawcett_Revision2019,001,sing16,
,,,,153,0,153,0,,,,,,,,,,,,provision,D_new,153,243,1,1.5135945,f,0.8793395,2019_Nov_04_0900,59.9863471074,ProdFawcett_Revision2019,001,sing16,
,,,,154,0,154,0,,,,,,,,,,,,private,D_new,154,237,4,3.6049669,f,0.6251023,2019_Nov_04_0900,59.9863471074,ProdFawcett_Revision2019,001,sing16,
,,,,155,0,155,0,,,,,,,,,,,,youth,D_new,155,359,1,1.7920609,f,0.9118091,2019_Nov_04_0900,59.9863471074,ProdFawcett_Revision2019,001,sing16,
,,,,156,0,156,0,,,,,,,,,,,,marriage,A_silent,156,179,6,2.1803237,r,0.0561792999999,2019_Nov_04_0900,59.9863471074,ProdFawcett_Revision2019,001,sing16,
,,,,157,0,157,0,,,,,,,,,,,,account,A_silent,157,1,3,2.2812186,f,0.3948739,2019_Nov_04_0900,59.9863471074,ProdFawcett_Revision2019,001,sing16,
,,,,158,0,158,0,,,,,,,,,,,,instrument,C_sing,158,163,5,2.587825,r,0.2884268,2019_Nov_04_0900,59.9863471074,ProdFawcett_Revision2019,001,sing16,
,,,,159,0,159,0,,,,,,,,,,,,institute,B_aloud,159,162,3,2.388803,f,0.0335261,2019_Nov_04_0900,59.9863471074,ProdFawcett_Revision2019,001,sing16,
,,,,160,0,160,0,,,,,,,,,,,,blind,D_new,160,24,3,8.888227,f,0.0239509,2019_Nov_04_0900,59.9863471074,ProdFawcett_Revision2019,001,sing16,
,,,,161,0,161,0,,,,,,,,,,,,running,B_aloud,161,268,2,2.0171359,f,0.3192206,2019_Nov_04_0900,59.9863471074,ProdFawcett_Revision2019,001,sing16,
,,,,162,0,162,0,,,,,,,,,,,,society,D_new,162,293,6,3.1830659,r,0.3438877,2019_Nov_04_0900,59.9863471074,ProdFawcett_Revision2019,001,sing16,
,,,,163,0,163,0,,,,,,,,,,,,whole,D_new,163,355,4,5.28475,f,0.4340442,2019_Nov_04_0900,59.9863471074,ProdFawcett_Revision2019,001,sing16,
,,,,164,0,164,0,,,,,,,,,,,,travel,C_sing,164,338,5,2.3332633,r,0.4883162,2019_Nov_04_0900,59.9863471074,ProdFawcett_Revision2019,001,sing16,
,,,,165,0,165,0,,,,,,,,,,,,conference,C_sing,165,66,5,1.4146773,r,0.24769,2019_Nov_04_0900,59.9863471074,ProdFawcett_Revision2019,001,sing16,
,,,,166,0,166,0,,,,,,,,,,,,grade,C_sing,166,140,2,2.392006,f,0.2444623,2019_Nov_04_0900,59.9863471074,ProdFawcett_Revision2019,001,sing16,
,,,,167,0,167,0,,,,,,,,,,,,death,D_new,167,86,1,2.1317408,f,0.1781813,2019_Nov_04_0900,59.9863471074,ProdFawcett_Revision2019,001,sing16,
,,,,168,0,168,0,,,,,,,,,,,,threat,D_new,168,329,4,3.6515505,f,0.4120542,2019_Nov_04_0900,59.9863471074,ProdFawcett_Revision2019,001,sing16,
,,,,169,0,169,0,,,,,,,,,,,,figure,D_new,169,128,3,2.2711224,f,0.0212436999998,2019_Nov_04_0900,59.9863471074,ProdFawcett_Revision2019,001,sing16,
,,,,170,0,170,0,,,,,,,,,,,,poetry,A_silent,170,225,6,1.9388849,r,0.4085201,2019_Nov_04_0900,59.9863471074,ProdFawcett_Revision2019,001,sing16,
,,,,171,0,171,0,,,,,,,,,,,,pattern,D_new,171,214,3,3.2534463,f,0.0441756999999,2019_Nov_04_0900,59.9863471074,ProdFawcett_Revision2019,001,sing16,
,,,,172,0,172,0,,,,,,,,,,,,stand,D_new,172,302,2,5.0898324,f,0.500376,2019_Nov_04_0900,59.9863471074,ProdFawcett_Revision2019,001,sing16,
,,,,173,0,173,0,,,,,,,,,,,,production,C_sing,173,240,5,1.9791485,r,0.3476567,2019_Nov_04_0900,59.9863471074,ProdFawcett_Revision2019,001,sing16,
,,,,174,0,174,0,,,,,,,,,,,,short,C_sing,174,285,2,1.3413116,f,0.3128721,2019_Nov_04_0900,59.9863471074,ProdFawcett_Revision2019,001,sing16,
,,,,175,0,175,0,,,,,,,,,,,,collection,B_aloud,175,54,6,1.656537,r,0.3867311,2019_Nov_04_0900,59.9863471074,ProdFawcett_Revision2019,001,sing16,
,,,,176,0,176,0,,,,,,,,,,,,revolution,D_new,176,264,1,1.8795172,f,2.4286976,2019_Nov_04_0900,59.9863471074,ProdFawcett_Revision2019,001,sing16,
,,,,177,0,177,0,,,,,,,,,,,,trial,A_silent,177,341,3,1.8268977,f,0.5096226,2019_Nov_04_0900,59.9863471074,ProdFawcett_Revision2019,001,sing16,
,,,,178,0,178,0,,,,,,,,,,,,working,D_new,178,357,2,2.2218417,f,0.2597349,2019_Nov_04_0900,59.9863471074,ProdFawcett_Revision2019,001,sing16,
,,,,179,0,179,0,,,,,,,,,,,,population,D_new,179,227,2,1.5254931,f,0.4081426,2019_Nov_04_0900,59.9863471074,ProdFawcett_Revision2019,001,sing16,
