StudyTrials.thisRepN,StudyTrials.thisTrialN,StudyTrials.thisN,StudyTrials.thisIndex,TestTrials.thisRepN,TestTrials.thisTrialN,TestTrials.thisN,TestTrials.thisIndex,textWelcome.started,textWelcome.stopped,keyWelcome.keys,keyWelcome.rt,keyWelcome.started,keyWelcome.stopped,textReady.started,textReady.stopped,keyReady.keys,keyReady.rt,keyReady.started,keyReady.stopped,polyback_2.started,polyback_2.stopped,studyPic,studyWord,studyType,studyN,studyOrder,polyback_3.started,polyback_3.stopped,studyPicChoice.started,studyPicChoice.stopped,polyback_4.started,polyback_4.stopped,polyback.started,polyback.stopped,studyWords.started,studyWords.stopped,getResearcher.started,getResearcher.stopped,kPress2.keys,kPress2.rt,kPress2.started,kPress2.stopped,testWord,testType,testN,testOrder,polyback_5.started,polyback_5.stopped,testWords.started,testWords.stopped,textScale.started,participant,keyConf.keys,keyConf.rt,keyConf.started,keyConf.stopped,polyback_6.started,polyback_6.stopped,studyWords_2.started,studyWords_2.stopped,polyback_7.started,polyback_7.stopped,testWords_2.started,testWords_2.stopped,textScale_2.started,textScale_2.stopped,keyRKN.keys,keyRKN.rt,keyRKN.started,keyRKN.stopped,,session,date,expName,psychopyVersion,frameRate
75,0,75,0,,,,,,,,,,,,,,,,,354.3404618,None,materials/speakPic.jpg,stand,B_aloud,75,302,350.6739317,None,350.6739317,None,351.5899462,None,351.8563053,None,351.8563053,None,,,,,,,,,,,,,,,,sing17a,,,,,,,,,,,,,,,,,,,,1,2019_Nov_01_1429,ProdFawcett_Revision2019,3.2.4,59.98679148
76,0,76,0,,,,,,,,,,,,,,,,,358.6084276,None,materials/readPic.jpg,second,A_silent,76,278,354.9324103,None,354.9324103,None,355.8579337,None,356.1242393,None,356.1242393,None,,,,,,,,,,,,,,,,sing17a,,,,,,,,,,,,,,,,,,,,1,2019_Nov_01_1429,ProdFawcett_Revision2019,3.2.4,59.98679148
77,0,77,0,,,,,,,,,,,,,,,,,362.8764294,None,materials/readPic.jpg,smell,A_silent,77,291,359.1829919,None,359.1829919,None,360.1259399,None,360.3922439,None,360.3922439,None,,,,,,,,,,,,,,,,sing17a,,,,,,,,,,,,,,,,,,,,1,2019_Nov_01_1429,ProdFawcett_Revision2019,3.2.4,59.98679148
78,0,78,0,,,,,,,,,,,,,,,,,367.1444458,None,materials/singPic.jpg,novel,C_sing,78,202,363.4945655,None,363.4945655,None,364.3938704,None,364.6601956,None,364.6601956,None,,,,,,,,,,,,,,,,sing17a,,,,,,,,,,,,,,,,,,,,1,2019_Nov_01_1429,ProdFawcett_Revision2019,3.2.4,59.98679148
79,0,79,0,,,,,,,,,,,,,,,,,371.4125365,None,materials/singPic.jpg,narrow,C_sing,79,197,367.7328003,None,367.7328003,None,368.6616073,None,368.9282127,None,368.9282127,None,,,,,,,,,,,,,,,,sing17a,,,,,,,,,,,,,,,,,,,,1,2019_Nov_01_1429,ProdFawcett_Revision2019,3.2.4,59.98679148
80,0,80,0,,,,,,,,,,,,,,,,,375.6803922,None,materials/speakPic.jpg,substance,B_aloud,80,313,371.998802,None,371.998802,None,372.9299083,None,373.1962652,None,373.1962652,None,,,,,,,,,,,,,,,,sing17a,,,,,,,,,,,,,,,,,,,,1,2019_Nov_01_1429,ProdFawcett_Revision2019,3.2.4,59.98679148
81,0,81,0,,,,,,,,,,,,,,,,,379.9484046,None,materials/speakPic.jpg,owner,B_aloud,81,208,376.2498656,None,376.2498656,None,377.1978332,None,377.4641541,None,377.4641541,None,,,,,,,,,,,,,,,,sing17a,,,,,,,,,,,,,,,,,,,,1,2019_Nov_01_1429,ProdFawcett_Revision2019,3.2.4,59.98679148
82,0,82,0,,,,,,,,,,,,,,,,,384.2163603,None,materials/readPic.jpg,angle,A_silent,82,7,380.5496094,None,380.5496094,None,381.4659299,None,381.7321804,None,381.7321804,None,,,,,,,,,,,,,,,,sing17a,,,,,,,,,,,,,,,,,,,,1,2019_Nov_01_1429,ProdFawcett_Revision2019,3.2.4,59.98679148
83,0,83,0,,,,,,,,,,,,,,,,,388.4843786,None,materials/singPic.jpg,watch,C_sing,83,351,384.8260506,None,384.8260506,None,385.7338897,None,386.000139,None,386.000139,None,,,,,,,,,,,,,,,,sing17a,,,,,,,,,,,,,,,,,,,,1,2019_Nov_01_1429,ProdFawcett_Revision2019,3.2.4,59.98679148
84,0,84,0,,,,,,,,,,,,,,,,,392.7524013,None,materials/speakPic.jpg,split,B_aloud,84,299,389.0720682,None,389.0720682,None,390.0018816,None,390.2681386,None,390.2681386,None,,,,,,,,,,,,,,,,sing17a,,,,,,,,,,,,,,,,,,,,1,2019_Nov_01_1429,ProdFawcett_Revision2019,3.2.4,59.98679148
85,0,85,0,,,,,,,,,,,,,,,,,397.0203042,None,materials/singPic.jpg,silence,C_sing,85,288,393.3709004,None,393.3709004,None,394.2705623,None,394.5361492,None,394.5361492,None,,,,,,,,,,,,,,,,sing17a,,,,,,,,,,,,,,,,,,,,1,2019_Nov_01_1429,ProdFawcett_Revision2019,3.2.4,59.98679148
86,0,86,0,,,,,,,,,,,,,,,,,401.2882941,None,materials/readPic.jpg,crisis,A_silent,86,79,397.6220175,None,397.6220175,None,398.5391665,None,398.804122,None,398.804122,None,,,,,,,,,,,,,,,,sing17a,,,,,,,,,,,,,,,,,,,,1,2019_Nov_01_1429,ProdFawcett_Revision2019,3.2.4,59.98679148
87,0,87,0,,,,,,,,,,,,,,,,,405.5562935,None,materials/singPic.jpg,incident,C_sing,87,158,401.8922597,None,401.8922597,None,402.806657,None,403.0721702,None,403.0721702,None,,,,,,,,,,,,,,,,sing17a,,,,,,,,,,,,,,,,,,,,1,2019_Nov_01_1429,ProdFawcett_Revision2019,3.2.4,59.98679148
88,0,88,0,,,,,,,,,,,,,,,,,409.8244442,None,materials/singPic.jpg,growth,C_sing,88,144,406.1394144,None,406.1394144,None,407.0735734,None,407.340075,None,407.340075,None,,,,,,,,,,,,,,,,sing17a,,,,,,,,,,,,,,,,,,,,1,2019_Nov_01_1429,ProdFawcett_Revision2019,3.2.4,59.98679148
89,0,89,0,,,,,,,,,,,,,,,,,414.0922744,None,materials/singPic.jpg,enemy,C_sing,89,113,410.4152591,None,410.4152591,None,411.3438303,None,411.5913246,None,411.5913246,None,,,,,,,,,,,,,,,,sing17a,,,,,,,,,,,,,,,,,,,,1,2019_Nov_01_1429,ProdFawcett_Revision2019,3.2.4,59.98679148
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414.5924345,None,k,75.14069416,414.5924345,None,,,,,,,,,,sing17a,,,,,,,,,,,,,,,,,,,,1,2019_Nov_01_1429,ProdFawcett_Revision2019,3.2.4,59.98679148
,,,,,,,,,,,,,,489.7657641,None,space,6.558921441,489.7657641,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing17a,,,,,,,,,,,,,,,,,,,,1,2019_Nov_01_1429,ProdFawcett_Revision2019,3.2.4,59.98679148
,,,,0,0,0,0,,,,,,,,,,,,,502.487396,None,,,,,,,,,,,,,,,,,,,,,,medicine,A_silent,0,186,496.8741957,None,496.8741957,None,496.8741957,sing17a,6,1.819125148,496.8741957,None,498.7516555,None,498.7516555,None,499.2716359,None,499.2716359,None,499.2716359,None,r,3.173498476,499.2716359,None,,1,2019_Nov_01_1429,ProdFawcett_Revision2019,3.2.4,59.98679148
,,,,1,0,1,0,,,,,,,,,,,,,509.9385535,None,,,,,,,,,,,,,,,,,,,,,,platform,D_new,1,224,503.005497,None,503.005497,None,503.005497,sing17a,3,4.30239939,503.005497,None,507.3710531,None,507.3710531,None,507.8877353,None,507.8877353,None,507.8877353,None,f,2.012205324,507.8877353,None,,1,2019_Nov_01_1429,ProdFawcett_Revision2019,3.2.4,59.98679148
,,,,2,0,2,0,,,,,,,,,,,,,514.0071546,None,,,,,,,,,,,,,,,,,,,,,,problem,C_sing,2,238,510.459642,None,510.459642,None,510.459642,sing17a,2,2.191966785,510.459642,None,512.6947618,None,512.6947618,None,513.2227281,None,513.2227281,None,513.2227281,None,n,0.741649562,513.2227281,None,,1,2019_Nov_01_1429,ProdFawcett_Revision2019,3.2.4,59.98679148
,,,,3,0,3,0,,,,,,,,,,,,,518.657753,None,,,,,,,,,,,,,,,,,,,,,,blind,A_silent,3,24,514.5234136,None,514.5234136,None,514.5234136,sing17a,6,2.312384773,514.5234136,None,516.8905981,None,516.8905981,None,517.4075278,None,517.4075278,None,517.4075278,None,r,1.203715556,517.4075278,None,,1,2019_Nov_01_1429,ProdFawcett_Revision2019,3.2.4,59.98679148
,,,,4,0,4,0,,,,,,,,,,,,,524.9932018,None,,,,,,,,,,,,,,,,,,,,,,conference,D_new,4,66,519.1765858,None,519.1765858,None,519.1765858,sing17a,4,4.050595571,519.1765858,None,523.2809657,None,523.2809657,None,523.8097938,None,523.8097938,None,523.8097938,None,f,1.137120731,523.8097938,None,,1,2019_Nov_01_1429,ProdFawcett_Revision2019,3.2.4,59.98679148
,,,,5,0,5,0,,,,,,,,,,,,,528.8110391,None,,,,,,,,,,,,,,,,,,,,,,piece,C_sing,5,221,525.5103667,None,525.5103667,None,525.5103667,sing17a,6,1.236409467,525.5103667,None,526.8104332,None,526.8104332,None,527.3270903,None,527.3270903,None,527.3270903,None,r,1.444034646,527.3270903,None,,1,2019_Nov_01_1429,ProdFawcett_Revision2019,3.2.4,59.98679148
,,,,6,0,6,0,,,,,,,,,,,,,533.0123359,None,,,,,,,,,,,,,,,,,,,,,,right,A_silent,6,265,529.3276513,None,529.3276513,None,529.3276513,sing17a,2,1.602915967,529.3276513,None,530.9949384,None,530.9949384,None,531.5118215,None,531.5118215,None,531.5118215,None,n,1.459396965,531.5118215,None,,1,2019_Nov_01_1429,ProdFawcett_Revision2019,3.2.4,59.98679148
,,,,7,0,7,0,,,,,,,,,,,,,536.463407,None,,,,,,,,,,,,,,,,,,,,,,concern,C_sing,7,65,533.5304311,None,533.5304311,None,533.5304311,sing17a,1,1.608553835,533.5304311,None,535.1963886,None,535.1963886,None,535.7130904,None,535.7130904,None,535.7130904,None,n,0.713143621,535.7130904,None,,1,2019_Nov_01_1429,ProdFawcett_Revision2019,3.2.4,59.98679148
,,,,8,0,8,0,,,,,,,,,,,,,539.8643034,None,,,,,,,,,,,,,,,,,,,,,,health,D_new,8,149,536.9813289,None,536.9813289,None,536.9813289,sing17a,1,1.08493811,536.9813289,None,538.1305949,None,538.1305949,None,538.6473938,None,538.6473938,None,538.6473938,None,n,1.178704982,538.6473938,None,,1,2019_Nov_01_1429,ProdFawcett_Revision2019,3.2.4,59.98679148
,,,,9,0,9,0,,,,,,,,,,,,,545.0826143,None,,,,,,,,,,,,,,,,,,,,,,taste,B_aloud,9,322,540.3826348,None,540.3826348,None,540.3826348,sing17a,6,2.571232506,540.3826348,None,543.0153835,None,543.0153835,None,543.5322722,None,543.5322722,None,543.5322722,None,r,1.517500467,543.5322722,None,,1,2019_Nov_01_1429,ProdFawcett_Revision2019,3.2.4,59.98679148
,,,,10,0,10,0,,,,,,,,,,,,,548.8672688,None,,,,,,,,,,,,,,,,,,,,,,household,D_new,10,154,545.6014396,None,545.6014396,None,545.6014396,sing17a,2,1.760439448,545.6014396,None,547.4167908,None,547.4167908,None,547.9334979,None,547.9334979,None,547.9334979,None,n,0.900550476,547.9334979,None,,1,2019_Nov_01_1429,ProdFawcett_Revision2019,3.2.4,59.98679148
,,,,11,0,11,0,,,,,,,,,,,,,551.8181474,None,,,,,,,,,,,,,,,,,,,,,,master,D_new,11,180,549.3854503,None,549.3854503,None,549.3854503,sing17a,1,1.448579959,549.3854503,None,550.8844959,None,550.8844959,None,551.4014717,None,551.4014717,None,551.4014717,None,n,0.367779125,551.4014717,None,,1,2019_Nov_01_1429,ProdFawcett_Revision2019,3.2.4,59.98679148
,,,,12,0,12,0,,,,,,,,,,,,,556.2862079,None,,,,,,,,,,,,,,,,,,,,,,partner,A_silent,12,211,552.3360789,None,552.3360789,None,552.3360789,sing17a,3,2.721325185,552.3360789,None,555.1080814,None,555.1080814,None,555.6358391,None,555.6358391,None,555.6358391,None,f,0.613447783,555.6358391,None,,1,2019_Nov_01_1429,ProdFawcett_Revision2019,3.2.4,59.98679148
,,,,13,0,13,0,,,,,,,,,,,,,561.3210702,None,,,,,,,,,,,,,,,,,,,,,,growth,C_sing,13,144,556.8043634,None,556.8043634,None,556.8043634,sing17a,6,1.55745195,556.8043634,None,558.40916,None,558.40916,None,558.9369357,None,558.9369357,None,558.9369357,None,r,2.344336941,558.9369357,None,,1,2019_Nov_01_1429,ProdFawcett_Revision2019,3.2.4,59.98679148
,,,,14,0,14,0,,,,,,,,,,,,,564.3886985,None,,,,,,,,,,,,,,,,,,,,,,thick,C_sing,14,327,561.838124,None,561.838124,None,561.838124,sing17a,6,1.227021832,561.838124,None,563.1215752,None,563.1215752,None,563.6385143,None,563.6385143,None,563.6385143,None,r,0.714257324,563.6385143,None,,1,2019_Nov_01_1429,ProdFawcett_Revision2019,3.2.4,59.98679148
,,,,15,0,15,0,,,,,,,,,,,,,567.0895512,None,,,,,,,,,,,,,,,,,,,,,,death,D_new,15,86,564.9054519,None,564.9054519,None,564.9054519,sing17a,1,1.567400323,564.9054519,None,566.5226976,None,566.5226976,None,567.0394209,None,567.0394209,None,567.0394209,None,n,0.017100827,567.0394209,None,,1,2019_Nov_01_1429,ProdFawcett_Revision2019,3.2.4,59.98679148
,,,,16,0,16,0,,,,,,,,,,,,,570.1404929,None,,,,,,,,,,,,,,,,,,,,,,citizen,D_new,16,50,567.6138443,None,567.6138443,None,567.6138443,sing17a,2,1.370988368,567.6138443,None,569.0400243,None,569.0400243,None,569.5608394,None,569.5608394,None,569.5608394,None,n,0.536328917,569.5608394,None,,1,2019_Nov_01_1429,ProdFawcett_Revision2019,3.2.4,59.98679148
,,,,17,0,17,0,,,,,,,,,,,,,573.7082941,None,,,,,,,,,,,,,,,,,,,,,,brilliant,A_silent,17,30,570.6593422,None,570.6593422,None,570.6593422,sing17a,6,1.725228587,570.6593422,None,572.4410636,None,572.4410636,None,572.9580012,None,572.9580012,None,572.9580012,None,r,0.714247994,572.9580012,None,,1,2019_Nov_01_1429,ProdFawcett_Revision2019,3.2.4,59.98679148
,,,,18,0,18,0,,,,,,,,,,,,,576.7257607,None,,,,,,,,,,,,,,,,,,,,,,history,B_aloud,18,153,574.2250952,None,574.2250952,None,574.2250952,sing17a,1,1.662912546,574.2250952,None,575.9306348,None,575.9306348,None,576.4590312,None,576.4590312,None,576.4590312,None,n,0.220876096,576.4590312,None,,1,2019_Nov_01_1429,ProdFawcett_Revision2019,3.2.4,59.98679148
,,,,19,0,19,0,,,,,,,,,,,,,579.8934226,None,,,,,,,,,,,,,,,,,,,,,,split,B_aloud,19,299,577.242605,None,577.242605,None,577.242605,sing17a,6,1.12606332,577.242605,None,578.4161003,None,578.4161003,None,578.9431831,None,578.9431831,None,578.9431831,None,r,0.90524787,578.9431831,None,,1,2019_Nov_01_1429,ProdFawcett_Revision2019,3.2.4,59.98679148
,,,,20,0,20,0,,,,,,,,,,,,,582.8276575,None,,,,,,,,,,,,,,,,,,,,,,defeat,A_silent,20,88,580.4103334,None,580.4103334,None,580.4103334,sing17a,1,1.581410089,580.4103334,None,582.0441323,None,582.0441323,None,582.5610111,None,582.5610111,None,582.5610111,None,n,0.230712509,582.5610111,None,,1,2019_Nov_01_1429,ProdFawcett_Revision2019,3.2.4,59.98679148
,,,,21,0,21,0,,,,,,,,,,,,,588.6795761,None,,,,,,,,,,,,,,,,,,,,,,distance,A_silent,21,100,583.3465245,None,583.3465245,None,583.3465245,sing17a,6,1.668872924,583.3465245,None,585.0783815,None,585.0783815,None,585.595311,None,585.595311,None,585.595311,None,f,3.044213473,585.595311,None,,1,2019_Nov_01_1429,ProdFawcett_Revision2019,3.2.4,59.98679148
,,,,22,0,22,0,,,,,,,,,,,,,592.1138412,None,,,,,,,,,,,,,,,,,,,,,,sweet,D_new,22,319,589.196564,None,589.196564,None,589.196564,sing17a,1,1.802596567,589.196564,None,591.0636695,None,591.0636695,None,591.5803269,None,591.5803269,None,591.5803269,None,n,0.491629035,591.5803269,None,,1,2019_Nov_01_1429,ProdFawcett_Revision2019,3.2.4,59.98679148
,,,,23,0,23,0,,,,,,,,,,,,,594.5980656,None,,,,,,,,,,,,,,,,,,,,,,smell,A_silent,23,291,592.631332,None,592.631332,None,592.631332,sing17a,1,1.063796417,592.631332,None,593.7477331,None,593.7477331,None,594.2646153,None,594.2646153,None,594.2646153,None,n,0.294704547,594.2646153,None,,1,2019_Nov_01_1429,ProdFawcett_Revision2019,3.2.4,59.98679148
,,,,24,0,24,0,,,,,,,,,,,,,598.7660154,None,,,,,,,,,,,,,,,,,,,,,,owner,B_aloud,24,208,595.1153185,None,595.1153185,None,595.1153185,sing17a,6,2.203394601,595.1153185,None,597.3822725,None,597.3822725,None,597.8991186,None,597.8991186,None,597.8991186,None,r,0.82793556,597.8991186,None,,1,2019_Nov_01_1429,ProdFawcett_Revision2019,3.2.4,59.98679148
,,,,25,0,25,0,,,,,,,,,,,,,601.9169724,None,,,,,,,,,,,,,,,,,,,,,,series,D_new,25,279,599.2842427,None,599.2842427,None,599.2842427,sing17a,1,1.514915407,599.2842427,None,600.8498862,None,600.8498862,None,601.3668178,None,601.3668178,None,601.3668178,None,n,0.511946259,601.3668178,None,,1,2019_Nov_01_1429,ProdFawcett_Revision2019,3.2.4,59.98679148
,,,,26,0,26,0,,,,,,,,,,,,,605.1513516,None,,,,,,,,,,,,,,,,,,,,,,height,D_new,26,152,602.4354124,None,602.4354124,None,602.4354124,sing17a,1,1.731482864,602.4354124,None,604.2176345,None,604.2176345,None,604.7345316,None,604.7345316,None,604.7345316,None,n,0.37604466,604.7345316,None,,1,2019_Nov_01_1429,ProdFawcett_Revision2019,3.2.4,59.98679148
,,,,27,0,27,0,,,,,,,,,,,,,607.6853042,None,,,,,,,,,,,,,,,,,,,,,,spoke,D_new,27,300,605.6719531,None,605.6719531,None,605.6719531,sing17a,1,0.934213162,605.6719531,None,606.6683644,None,606.6683644,None,607.1853437,None,607.1853437,None,607.1853437,None,n,0.46123375,607.1853437,None,,1,2019_Nov_01_1429,ProdFawcett_Revision2019,3.2.4,59.98679148
,,,,28,0,28,0,,,,,,,,,,,,,610.3195783,None,,,,,,,,,,,,,,,,,,,,,,heavy,B_aloud,28,151,608.2021758,None,608.2021758,None,608.2021758,sing17a,1,0.780016172,608.2021758,None,609.0357921,None,609.0357921,None,609.5525745,None,609.5525745,None,609.5525745,None,n,0.726270759,609.5525745,None,,1,2019_Nov_01_1429,ProdFawcett_Revision2019,3.2.4,59.98679148
,,,,29,0,29,0,,,,,,,,,,,,,612.2533529,None,,,,,,,,,,,,,,,,,,,,,,passage,D_new,29,212,610.8373692,None,610.8373692,None,610.8373692,sing17a,1,0.808914909,610.8373692,None,611.6904681,None,611.6904681,None,612.2200435,None,612.2200435,None,612.2200435,None,n,0.001687504,612.2200435,None,,1,2019_Nov_01_1429,ProdFawcett_Revision2019,3.2.4,59.98679148
,,,,30,0,30,0,,,,,,,,,,,,,615.3379819,None,,,,,,,,,,,,,,,,,,,,,,title,A_silent,30,331,612.7703748,None,612.7703748,None,612.7703748,sing17a,6,1.324161535,612.7703748,None,614.1430593,None,614.1430593,None,614.6710493,None,614.6710493,None,614.6710493,None,r,0.623336443,614.6710493,None,,1,2019_Nov_01_1429,ProdFawcett_Revision2019,3.2.4,59.98679148
,,,,31,0,31,0,,,,,,,,,,,,,618.3222255,None,,,,,,,,,,,,,,,,,,,,,,budget,D_new,31,34,615.8546028,None,615.8546028,None,615.8546028,sing17a,1,1.295138707,615.8546028,None,617.2049988,None,617.2049988,None,617.7218915,None,617.7218915,None,617.7218915,None,n,0.556379922,617.7218915,None,,1,2019_Nov_01_1429,ProdFawcett_Revision2019,3.2.4,59.98679148
,,,,32,0,32,0,,,,,,,,,,,,,620.6061448,None,,,,,,,,,,,,,,,,,,,,,,murder,D_new,32,195,618.8402,None,618.8402,None,618.8402,sing17a,1,0.853197736,618.8402,None,619.7558745,None,619.7558745,None,620.2726793,None,620.2726793,None,620.2726793,None,n,0.284732848,620.2726793,None,,1,2019_Nov_01_1429,ProdFawcett_Revision2019,3.2.4,59.98679148
,,,,33,0,33,0,,,,,,,,,,,,,624.3404833,None,,,,,,,,,,,,,,,,,,,,,,swift,D_new,33,320,621.1231144,None,621.1231144,None,621.1231144,sing17a,4,1.802114822,621.1231144,None,622.9901658,None,622.9901658,None,623.5069506,None,623.5069506,None,623.5069506,None,f,0.786179324,623.5069506,None,,1,2019_Nov_01_1429,ProdFawcett_Revision2019,3.2.4,59.98679148
,,,,34,0,34,0,,,,,,,,,,,,,626.6745295,None,,,,,,,,,,,,,,,,,,,,,,minor,D_new,34,191,624.8575241,None,624.8575241,None,624.8575241,sing17a,1,0.940349879,624.8575241,None,625.8462406,None,625.8462406,None,626.3744287,None,626.3744287,None,626.3744287,None,n,0.262666231,626.3744287,None,,1,2019_Nov_01_1429,ProdFawcett_Revision2019,3.2.4,59.98679148
,,,,35,0,35,0,,,,,,,,,,,,,629.2253856,None,,,,,,,,,,,,,,,,,,,,,,silence,C_sing,35,288,627.1913087,None,627.1913087,None,627.1913087,sing17a,1,1.14227841,627.1913087,None,628.3917942,None,628.3917942,None,628.9086782,None,628.9086782,None,628.9086782,None,n,0.272993407,628.9086782,None,,1,2019_Nov_01_1429,ProdFawcett_Revision2019,3.2.4,59.98679148
,,,,36,0,36,0,,,,,,,,,,,,,631.6928777,None,,,,,,,,,,,,,,,,,,,,,,husband,B_aloud,36,156,629.7421198,None,629.7421198,None,629.7421198,sing17a,6,1.214787274,629.7421198,None,631.0093223,None,631.0093223,None,631.5261855,None,631.5261855,None,631.5261855,None,r,0.12698389,631.5261855,None,,1,2019_Nov_01_1429,ProdFawcett_Revision2019,3.2.4,59.98679148
,,,,37,0,37,0,,,,,,,,,,,,,636.4779738,None,,,,,,,,,,,,,,,,,,,,,,resistance,C_sing,37,262,632.2120274,None,632.2120274,None,632.2120274,sing17a,4,3.064996268,632.2120274,None,635.3273646,None,635.3273646,None,635.8447652,None,635.8447652,None,635.8447652,None,f,0.592316042,635.8447652,None,,1,2019_Nov_01_1429,ProdFawcett_Revision2019,3.2.4,59.98679148
,,,,38,0,38,0,,,,,,,,,,,,,639.2285476,None,,,,,,,,,,,,,,,,,,,,,,colonel,D_new,38,55,636.9963317,None,636.9963317,None,636.9963317,sing17a,1,1.144084095,636.9963317,None,638.1947736,None,638.1947736,None,638.7116166,None,638.7116166,None,638.7116166,None,n,0.468728308,638.7116166,None,,1,2019_Nov_01_1429,ProdFawcett_Revision2019,3.2.4,59.98679148
,,,,39,0,39,0,,,,,,,,,,,,,642.6295553,None,,,,,,,,,,,,,,,,,,,,,,region,B_aloud,39,256,639.7461893,None,639.7461893,None,639.7461893,sing17a,1,0.978059028,639.7461893,None,640.7790039,None,640.7790039,None,641.2958686,None,641.2958686,None,641.2958686,None,n,1.300538969,641.2958686,None,,1,2019_Nov_01_1429,ProdFawcett_Revision2019,3.2.4,59.98679148
,,,,40,0,40,0,,,,,,,,,,,,,645.4137958,None,,,,,,,,,,,,,,,,,,,,,,accident,A_silent,40,0,643.1472442,None,643.1472442,None,643.1472442,sing17a,6,1.37716676,643.1472442,None,644.5802329,None,644.5802329,None,645.0969158,None,645.0969158,None,645.0969158,None,f,0.283556634,645.0969158,None,,1,2019_Nov_01_1429,ProdFawcett_Revision2019,3.2.4,59.98679148
,,,,41,0,41,0,,,,,,,,,,,,,648.6814857,None,,,,,,,,,,,,,,,,,,,,,,second,A_silent,41,278,645.9310391,None,645.9310391,None,645.9310391,sing17a,1,1.617029297,645.9310391,None,647.5977455,None,647.5977455,None,648.1146358,None,648.1146358,None,648.1146358,None,n,0.521080114,648.1146358,None,,1,2019_Nov_01_1429,ProdFawcett_Revision2019,3.2.4,59.98679148
,,,,42,0,42,0,,,,,,,,,,,,,651.1988997,None,,,,,,,,,,,,,,,,,,,,,,theme,B_aloud,42,326,649.1983097,None,649.1983097,None,649.1983097,sing17a,1,0.797547739,649.1983097,None,650.0376112,None,650.0376112,None,650.5653947,None,650.5653947,None,650.5653947,None,n,0.59835386,650.5653947,None,,1,2019_Nov_01_1429,ProdFawcett_Revision2019,3.2.4,59.98679148
,,,,43,0,43,0,,,,,,,,,,,,,653.4328998,None,,,,,,,,,,,,,,,,,,,,,,account,D_new,43,1,651.7170564,None,651.7170564,None,651.7170564,sing17a,1,1.023314984,651.7170564,None,652.7875275,None,652.7875275,None,653.3161072,None,653.3161072,None,653.3161072,None,n,0.071349443,653.3161072,None,,1,2019_Nov_01_1429,ProdFawcett_Revision2019,3.2.4,59.98679148
,,,,44,0,44,0,,,,,,,,,,,,,656.2003384,None,,,,,,,,,,,,,,,,,,,,,,touch,A_silent,44,332,653.9496458,None,653.9496458,None,653.9496458,sing17a,3,1.437699509,653.9496458,None,655.4502046,None,655.4502046,None,655.9670955,None,655.9670955,None,655.9670955,None,f,0.188348261,655.9670955,None,,1,2019_Nov_01_1429,ProdFawcett_Revision2019,3.2.4,59.98679148
,,,,45,0,45,0,,,,,,,,,,,,,658.834499,None,,,,,,,,,,,,,,,,,,,,,,store,B_aloud,45,305,656.7186621,None,656.7186621,None,656.7186621,sing17a,1,0.996731355,656.7186621,None,657.7675751,None,657.7675751,None,658.2843727,None,658.2843727,None,658.2843727,None,n,0.502770417,658.2843727,None,,1,2019_Nov_01_1429,ProdFawcett_Revision2019,3.2.4,59.98679148
,,,,46,0,46,0,,,,,,,,,,,,,661.0686646,None,,,,,,,,,,,,,,,,,,,,,,property,D_new,46,242,659.3522283,None,659.3522283,None,659.3522283,sing17a,1,0.659117684,659.3522283,None,660.0683193,None,660.0683193,None,660.5850771,None,660.5850771,None,660.5850771,None,n,0.442753934,660.5850771,None,,1,2019_Nov_01_1429,ProdFawcett_Revision2019,3.2.4,59.98679148
,,,,47,0,47,0,,,,,,,,,,,,,662.9026777,None,,,,,,,,,,,,,,,,,,,,,,notice,D_new,47,201,661.5854108,None,661.5854108,None,661.5854108,sing17a,1,0.585653418,661.5854108,None,662.2356192,None,662.2356192,None,662.752475,None,662.752475,None,662.752475,None,n,0.114701748,662.752475,None,,1,2019_Nov_01_1429,ProdFawcett_Revision2019,3.2.4,59.98679148
,,,,48,0,48,0,,,,,,,,,,,,,664.7864238,None,,,,,,,,,,,,,,,,,,,,,,debate,D_new,48,87,663.4196734,None,663.4196734,None,663.4196734,sing17a,1,0.719140698,663.4196734,None,664.2028647,None,664.2028647,None,664.7196756,None,664.7196756,None,664.7196756,None,n,0.01912888,664.7196756,None,,1,2019_Nov_01_1429,ProdFawcett_Revision2019,3.2.4,59.98679148
,,,,49,0,49,0,,,,,,,,,,,,,667.270617,None,,,,,,,,,,,,,,,,,,,,,,little,A_silent,49,174,665.3038288,None,665.3038288,None,665.3038288,sing17a,1,1.018861728,665.3038288,None,666.3737131,None,666.3737131,None,666.9036487,None,666.9036487,None,666.9036487,None,n,0.323798283,666.9036487,None,,1,2019_Nov_01_1429,ProdFawcett_Revision2019,3.2.4,59.98679148
,,,,50,0,50,0,,,,,,,,,,,,,669.7545531,None,,,,,,,,,,,,,,,,,,,,,,harmony,C_sing,50,148,667.7890847,None,667.7890847,None,667.7890847,sing17a,6,1.277519438,667.7890847,None,669.1084599,None,669.1084599,None,669.6378056,None,669.6378056,None,669.6378056,None,r,0.077166138,669.6378056,None,,1,2019_Nov_01_1429,ProdFawcett_Revision2019,3.2.4,59.98679148
