StudyLoop.thisRepN,StudyLoop.thisTrialN,StudyLoop.thisN,StudyLoop.thisIndex,TestLoop.thisRepN,TestLoop.thisTrialN,TestLoop.thisN,TestLoop.thisIndex,textCondition.started,textCondition.stopped,keyCondition.keys,keyCondition.rt,keyCondition.started,keyCondition.stopped,Condition,textWelcome.started,textWelcome.stopped,keyWelcome.keys,keyWelcome.rt,keyWelcome.started,keyWelcome.stopped,textAloud.started,textAloud.stopped,textSilent.started,textSilent.stopped,textSing.started,textSing.stopped,conditional_text.started,conditional_text.stopped,textBlank500.started,textBlank500.stopped,study_word,study_num,study_order,study_type,word_color,textStudy.started,textStudy.stopped,keyStudy.keys,keyStudy.started,keyStudy.stopped,keyStudy.rt,textTestInstructions.started,textTestInstructions.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,test_word,test_num,test_order,test_condition,old_new_test,test_word_original_color,textConf.started,textConf.stopped,textConfScale.started,textConfScale.stopped,keyConf.keys,keyConf.rt,keyConf.started,keyConf.stopped,confidence response time,textTestBlank.started,textTestBlank.stopped,textRKN.started,textRKN.stopped,textRKNScale.started,textRKNScale.stopped,keyRKN.keys,keyRKN.rt,keyRKN.started,keyRKN.stopped,rkn response time,textEnd.started,textEnd.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,31.13932180032134,None,b,12.490370400249958,31.13932180032134,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,,,,,,,,,,,AloudTest,43.68511120043695,None,space,147.64820820000023,43.68511120043695,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
0,0,0,0,,,,,,,,,,,,,,,,,,43.68511120043695,None,43.68511120043695,None,43.68511120043695,None,43.68511120043695,None,193.87174380011857,None,beginning,65,1,aloud,red,191.85756259970367,None,None,191.85756259970367,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,196.37435039971024,None,drama,84,2,aloud,red,194.3720995001495,None,space,194.3720995001495,None,1.9532503001391888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,198.87679660040885,None,burden,58,3,aloud,blue,196.87462029978633,None,None,196.87462029978633,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,201.37907700054348,None,reading,62,4,aloud,red,199.37722400017083,None,None,199.37722400017083,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,203.88140229973942,None,defeat,22,5,aloud,yellow,201.87960830051452,None,space,201.87960830051452,None,1.6936899004504085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,206.3843398001045,None,present,47,6,aloud,blue,204.38202510029078,None,None,204.38202510029078,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,208.9033562000841,None,conference,15,7,aloud,yellow,206.88861980009824,None,None,206.88861980009824,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,211.4061334002763,None,tragedy,34,8,aloud,blue,209.40394150000066,None,None,209.40394150000066,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,213.90858289971948,None,republic,89,9,aloud,red,211.9065086999908,None,None,211.9065086999908,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,216.42779230047017,None,sound,16,10,aloud,yellow,214.41253500059247,None,None,214.41253500059247,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,218.9470357997343,None,growth,41,11,aloud,blue,216.9323877003044,None,None,216.9323877003044,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,221.4661896005273,None,personnel,46,12,aloud,blue,219.45218969974667,None,None,219.45218969974667,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,223.9685310004279,None,poetry,70,13,aloud,red,221.96798550058156,None,None,221.96798550058156,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,226.47108819987625,None,count,0,14,aloud,yellow,224.46914339996874,None,None,224.46914339996874,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,228.97360870055854,None,blind,76,15,aloud,red,226.97178720030934,None,None,226.97178720030934,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,231.49284579977393,None,majority,44,16,aloud,blue,229.48331260029227,None,None,229.48331260029227,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,234.0119348000735,None,object,19,17,aloud,yellow,232.00066709984094,None,None,232.00066709984094,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,236.53125680051744,None,incident,33,18,aloud,blue,234.5159171000123,None,None,234.5159171000123,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
18,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,239.05019890051335,None,style,40,19,aloud,blue,237.03941250033677,None,None,237.03941250033677,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
19,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,241.55275929998606,None,bucket,18,20,aloud,yellow,239.5523653998971,None,None,239.5523653998971,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
20,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,244.05537560023367,None,heavy,78,21,aloud,red,242.0556674003601,None,None,242.0556674003601,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
21,0,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,246.57444400060922,None,strain,37,22,aloud,blue,244.56092249974608,None,None,244.56092249974608,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
22,0,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,249.09358590003103,None,contract,66,23,aloud,red,247.08212519995868,None,None,247.08212519995868,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
23,0,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,251.61257820017636,None,pattern,53,24,aloud,blue,249.59783020056784,None,None,249.59783020056784,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
24,0,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,254.1149923997,None,rough,24,25,aloud,yellow,252.11516950000077,None,None,252.11516950000077,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
25,0,25,0,,,,,,,,,,,,,,,,,,,,,,,,,,256.6177695002407,None,second,56,26,aloud,blue,254.61579759977758,None,None,254.61579759977758,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
26,0,26,0,,,,,,,,,,,,,,,,,,,,,,,,,,259.1370894005522,None,route,1,27,aloud,yellow,257.12267930060625,None,None,257.12267930060625,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
27,0,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,261.65624430030584,None,power,69,28,aloud,red,259.642118900083,None,None,259.642118900083,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
28,0,28,0,,,,,,,,,,,,,,,,,,,,,,,,,,264.17525400035083,None,finance,64,29,aloud,red,262.16060100030154,None,None,262.16060100030154,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
29,0,29,0,,,,,,,,,,,,,,,,,,,,,,,,,,266.67787630017847,None,expansion,26,30,aloud,yellow,264.67590420041233,None,None,264.67590420041233,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
30,0,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,269.1804387997836,None,mechanical,30,31,aloud,blue,267.1802382003516,None,None,267.1802382003516,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
