StudyLoop.thisRepN,StudyLoop.thisTrialN,StudyLoop.thisN,StudyLoop.thisIndex,TestLoop.thisRepN,TestLoop.thisTrialN,TestLoop.thisN,TestLoop.thisIndex,textCondition.started,textCondition.stopped,keyCondition.keys,keyCondition.rt,keyCondition.started,keyCondition.stopped,Condition,textWelcome.started,textWelcome.stopped,keyWelcome.keys,keyWelcome.rt,keyWelcome.started,keyWelcome.stopped,textAloud.started,textAloud.stopped,textSilent.started,textSilent.stopped,textSing.started,textSing.stopped,conditional_text.started,conditional_text.stopped,textBlank500.started,textBlank500.stopped,study_word,study_num,study_order,study_type,word_color,textStudy.started,textStudy.stopped,keyStudy.keys,keyStudy.rt,keyStudy.started,keyStudy.stopped,textTestInstructions.started,textTestInstructions.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,test_word,test_num,test_order,test_condition,old_new_test,test_word_original_color,textConf.started,textConf.stopped,textConfScale.started,textConfScale.stopped,keyConf.keys,keyConf.rt,keyConf.started,keyConf.stopped,confidence response time,textTestBlank.started,textTestBlank.stopped,textRKN.started,textRKN.stopped,textRKNScale.started,textRKNScale.stopped,keyRKN.keys,keyRKN.rt,keyRKN.started,keyRKN.stopped,rkn response time,textEnd.started,textEnd.stopped,participant,session,date,expName,psychopyVersion,frameRate
,,,,,,,,1579.720359,None,a,155.1322616,1579.720359,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
,,,,,,,,,,,,,,SilentTest,1734.903601,None,space,9.1090298,1734.903601,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
0,0,0,0,,,,,,,,,,,,,,,,,,1734.903601,None,1734.903601,None,1734.903601,None,1734.903601,None,1746.530688,None,empty,12,1,silent,yellow,1744.528735,None,space,1.3638145,1744.528735,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,1749.033361,None,little,87,2,silent,red,1747.031506,None,space,1.8130131,1747.031506,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,1751.552509,None,position,5,3,silent,yellow,1749.537458,None,space,1.0430516,1749.537458,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,1754.055132,None,raise,13,4,silent,yellow,1752.054681,None,space,1.3182074,1752.054681,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,1756.573984,None,broke,54,5,silent,blue,1754.565098,None,space,0.9994999,1754.565098,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,1759.076759,None,blind,28,6,silent,yellow,1757.074791,None,None,,1757.074791,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,1761.595881,None,crisis,85,7,silent,red,1759.582471,None,space,1.1021328,1759.582471,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,1764.115154,None,center,89,8,silent,red,1762.099837,None,space,1.1766443,1762.099837,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,1766.617573,None,watch,63,9,silent,red,1764.617096,None,None,,1764.617096,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,1769.13685,None,length,74,10,silent,red,1767.124653,None,None,,1767.124653,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,1771.655935,None,object,34,11,silent,blue,1769.641091,None,None,,1769.641091,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,1774.158418,None,sight,75,12,silent,red,1772.156536,None,None,,1772.156536,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,1776.66091,None,signal,27,13,silent,yellow,1774.658852,None,None,,1774.658852,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,1779.163111,None,court,39,14,silent,blue,1777.163844,None,None,,1777.163844,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,1781.666028,None,narrow,7,15,silent,yellow,1779.663723,None,None,,1779.663723,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,1784.168531,None,degree,23,16,silent,yellow,1782.166493,None,None,,1782.166493,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,1786.687458,None,expansion,32,17,silent,blue,1784.672119,None,None,,1784.672119,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,1789.189894,None,tough,0,18,silent,yellow,1787.188172,None,None,,1787.188172,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
18,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,1791.692686,None,answer,73,19,silent,red,1789.690516,None,None,,1789.690516,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
19,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,1794.195094,None,concern,20,20,silent,yellow,1792.193364,None,None,,1792.193364,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
20,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,1796.697624,None,grade,72,21,silent,red,1794.696936,None,None,,1794.696936,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
21,0,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,1799.199944,None,sleep,65,22,silent,red,1797.200429,None,None,,1797.200429,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
22,0,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,1801.719184,None,build,64,23,silent,red,1799.704949,None,None,,1799.704949,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
23,0,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,1804.221721,None,right,26,24,silent,yellow,1802.219759,None,None,,1802.219759,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
24,0,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,1806.724456,None,society,44,25,silent,blue,1804.722136,None,None,,1804.722136,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
25,0,25,0,,,,,,,,,,,,,,,,,,,,,,,,,,1809.243455,None,population,88,26,silent,red,1807.22827,None,None,,1807.22827,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
26,0,26,0,,,,,,,,,,,,,,,,,,,,,,,,,,1811.745897,None,medicine,50,27,silent,blue,1809.744462,None,None,,1809.744462,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
27,0,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,1814.265206,None,notice,36,28,silent,blue,1812.249949,None,None,,1812.249949,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
28,0,28,0,,,,,,,,,,,,,,,,,,,,,,,,,,1816.784327,None,bureau,14,29,silent,yellow,1814.773518,None,None,,1814.773518,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
29,0,29,0,,,,,,,,,,,,,,,,,,,,,,,,,,1819.286641,None,threat,30,30,silent,blue,1817.284812,None,None,,1817.284812,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
30,0,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,1821.80616,None,platform,9,31,silent,yellow,1819.792208,None,None,,1819.792208,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
31,0,31,0,,,,,,,,,,,,,,,,,,,,,,,,,,1824.32509,None,comedy,81,32,silent,red,1822.312135,None,None,,1822.312135,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
32,0,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,1826.844342,None,thing,29,33,silent,blue,1824.828875,None,None,,1824.828875,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
33,0,33,0,,,,,,,,,,,,,,,,,,,,,,,,,,1829.346858,None,oxygen,78,34,silent,red,1827.346079,None,None,,1827.346079,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
34,0,34,0,,,,,,,,,,,,,,,,,,,,,,,,,,1831.866116,None,quick,77,35,silent,red,1829.858223,None,None,,1829.858223,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
35,0,35,0,,,,,,,,,,,,,,,,,,,,,,,,,,1834.38506,None,public,46,36,silent,blue,1832.36947,None,None,,1832.36947,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
36,0,36,0,,,,,,,,,,,,,,,,,,,,,,,,,,1836.887679,None,problem,70,37,silent,red,1834.885742,None,None,,1834.885742,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
37,0,37,0,,,,,,,,,,,,,,,,,,,,,,,,,,1839.406538,None,figure,59,38,silent,yellow,1837.39401,None,None,,1837.39401,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
38,0,38,0,,,,,,,,,,,,,,,,,,,,,,,,,,1841.926163,None,clean,17,39,silent,yellow,1839.911467,None,None,,1839.911467,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
39,0,39,0,,,,,,,,,,,,,,,,,,,,,,,,,,1844.428489,None,discussion,37,40,silent,blue,1842.429103,None,None,,1842.429103,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
40,0,40,0,,,,,,,,,,,,,,,,,,,,,,,,,,1846.930994,None,graduate,16,41,silent,yellow,1844.931276,None,None,,1844.931276,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
41,0,41,0,,,,,,,,,,,,,,,,,,,,,,,,,,1849.450184,None,voice,35,42,silent,blue,1847.437752,None,None,,1847.437752,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
42,0,42,0,,,,,,,,,,,,,,,,,,,,,,,,,,1851.952653,None,search,45,43,silent,blue,1849.950478,None,None,,1849.950478,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
43,0,43,0,,,,,,,,,,,,,,,,,,,,,,,,,,1854.455036,None,carry,49,44,silent,blue,1852.453197,None,None,,1852.453197,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
44,0,44,0,,,,,,,,,,,,,,,,,,,,,,,,,,1856.974331,None,weight,21,45,silent,yellow,1854.960298,None,None,,1854.960298,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
45,0,45,0,,,,,,,,,,,,,,,,,,,,,,,,,,1859.493614,None,science,3,46,silent,yellow,1857.479343,None,None,,1857.479343,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
46,0,46,0,,,,,,,,,,,,,,,,,,,,,,,,,,1862.012818,None,employment,31,47,silent,blue,1859.99739,None,None,,1859.99739,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
47,0,47,0,,,,,,,,,,,,,,,,,,,,,,,,,,1864.515037,None,nation,58,48,silent,blue,1862.513227,None,None,,1862.513227,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
48,0,48,0,,,,,,,,,,,,,,,,,,,,,,,,,,1867.017746,None,front,4,49,silent,yellow,1865.015451,None,None,,1865.015451,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
49,0,49,0,,,,,,,,,,,,,,,,,,,,,,,,,,1869.520206,None,breath,51,50,silent,blue,1867.520183,None,None,,1867.520183,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
50,0,50,0,,,,,,,,,,,,,,,,,,,,,,,,,,1872.039366,None,guide,42,51,silent,blue,1870.025747,None,None,,1870.025747,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
51,0,51,0,,,,,,,,,,,,,,,,,,,,,,,,,,1874.558623,None,institute,57,52,silent,blue,1872.544175,None,None,,1872.544175,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
52,0,52,0,,,,,,,,,,,,,,,,,,,,,,,,,,1877.077779,None,pressure,24,53,silent,yellow,1875.062896,None,None,,1875.062896,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
53,0,53,0,,,,,,,,,,,,,,,,,,,,,,,,,,1879.580307,None,orchestra,8,54,silent,yellow,1877.578117,None,None,,1877.578117,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
54,0,54,0,,,,,,,,,,,,,,,,,,,,,,,,,,1882.082734,None,trail,33,55,silent,blue,1880.081801,None,None,,1880.081801,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
55,0,55,0,,,,,,,,,,,,,,,,,,,,,,,,,,1884.585219,None,opening,38,56,silent,blue,1882.585203,None,None,,1882.585203,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
56,0,56,0,,,,,,,,,,,,,,,,,,,,,,,,,,1887.104382,None,error,82,57,silent,red,1885.094698,None,None,,1885.094698,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
57,0,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,1889.606896,None,season,2,58,silent,yellow,1887.604914,None,None,,1887.604914,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
58,0,58,0,,,,,,,,,,,,,,,,,,,,,,,,,,1892.109409,None,growth,41,59,silent,blue,1890.110279,None,None,,1890.110279,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
59,0,59,0,,,,,,,,,,,,,,,,,,,,,,,,,,1894.61159,None,tennis,62,60,silent,red,1892.611598,None,None,,1892.611598,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
60,0,60,0,,,,,,,,,,,,,,,,,,,,,,,,,,1897.114349,None,measure,66,61,silent,red,1895.112502,None,None,,1895.112502,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
61,0,61,0,,,,,,,,,,,,,,,,,,,,,,,,,,1899.616543,None,evidence,56,62,silent,blue,1897.614964,None,None,,1897.614964,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
62,0,62,0,,,,,,,,,,,,,,,,,,,,,,,,,,1902.11935,None,fellow,11,63,silent,yellow,1900.117918,None,None,,1900.117918,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
63,0,63,0,,,,,,,,,,,,,,,,,,,,,,,,,,1904.638548,None,brief,19,64,silent,yellow,1902.627541,None,None,,1902.627541,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
64,0,64,0,,,,,,,,,,,,,,,,,,,,,,,,,,1907.157705,None,pancakes,10,65,silent,yellow,1905.150212,None,None,,1905.150212,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
65,0,65,0,,,,,,,,,,,,,,,,,,,,,,,,,,1909.660281,None,youth,79,66,silent,red,1907.658291,None,None,,1907.658291,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
66,0,66,0,,,,,,,,,,,,,,,,,,,,,,,,,,1912.17935,None,junior,48,67,silent,blue,1910.164456,None,None,,1910.164456,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
67,0,67,0,,,,,,,,,,,,,,,,,,,,,,,,,,1914.681844,None,point,84,68,silent,red,1912.679968,None,None,,1912.679968,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
68,0,68,0,,,,,,,,,,,,,,,,,,,,,,,,,,1917.184399,None,harmony,25,69,silent,yellow,1915.182176,None,None,,1915.182176,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
69,0,69,0,,,,,,,,,,,,,,,,,,,,,,,,,,1919.68701,None,taste,47,70,silent,blue,1917.684899,None,None,,1917.684899,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
70,0,70,0,,,,,,,,,,,,,,,,,,,,,,,,,,1922.189172,None,conference,22,71,silent,yellow,1920.187467,None,None,,1920.187467,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
71,0,71,0,,,,,,,,,,,,,,,,,,,,,,,,,,1924.691664,None,second,1,72,silent,yellow,1922.690327,None,None,,1922.690327,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
72,0,72,0,,,,,,,,,,,,,,,,,,,,,,,,,,1927.194323,None,force,69,73,silent,red,1925.192481,None,None,,1925.192481,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
73,0,73,0,,,,,,,,,,,,,,,,,,,,,,,,,,1929.696867,None,smell,86,74,silent,red,1927.694963,None,None,,1927.694963,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
74,0,74,0,,,,,,,,,,,,,,,,,,,,,,,,,,1932.199365,None,vision,60,75,silent,red,1930.197383,None,None,,1930.197383,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
75,0,75,0,,,,,,,,,,,,,,,,,,,,,,,,,,1934.701919,None,height,43,76,silent,blue,1932.699965,None,None,,1932.699965,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
76,0,76,0,,,,,,,,,,,,,,,,,,,,,,,,,,1937.204341,None,union,15,77,silent,yellow,1935.204647,None,None,,1935.204647,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
77,0,77,0,,,,,,,,,,,,,,,,,,,,,,,,,,1939.706907,None,charter,80,78,silent,red,1937.704986,None,None,,1937.704986,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
78,0,78,0,,,,,,,,,,,,,,,,,,,,,,,,,,1942.209354,None,still,71,79,silent,red,1940.209931,None,None,,1940.209931,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
79,0,79,0,,,,,,,,,,,,,,,,,,,,,,,,,,1944.711732,None,period,55,80,silent,blue,1942.712681,None,None,,1942.712681,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
80,0,80,0,,,,,,,,,,,,,,,,,,,,,,,,,,1947.231037,None,defeat,40,81,silent,blue,1945.215608,None,None,,1945.215608,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
81,0,81,0,,,,,,,,,,,,,,,,,,,,,,,,,,1949.733577,None,company,52,82,silent,blue,1947.734357,None,None,,1947.734357,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
82,0,82,0,,,,,,,,,,,,,,,,,,,,,,,,,,1952.252787,None,mayor,76,83,silent,red,1950.237919,None,None,,1950.237919,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
